FINANCIAL_YEAR,FIRE_TYPE,LOCATION_CATEGORY,INCIDENTS,TOTAL_RESPONSE_TIME,CALL_HANDLING_TIME,CREW_TURNOUT_TIME,DRIVE_TIME
2010/11,Other Buildings,Derbyshire,374,0.00576426,0.000428828,0.001198566,0.004136865
2010/11,Other Outdoors,Derbyshire,144,0.006619084,0.000442065,0.001670846,0.004506173
2010/11,Road Vehicles,Derbyshire,355,0.006682414,0.000496902,0.001380673,0.004804838
2010/11,Primary,Devon and Somerset,2683,0.006938073,0.001105296,0.002097034,0.003735742
2010/11,Dwellings,Devon and Somerset,1141,0.006331536,0.001011712,0.001958777,0.003361046
2010/11,Other Buildings,Devon and Somerset,598,0.006859903,0.001106195,0.00197965,0.003774058
2010/11,Other Outdoors,Devon and Somerset,194,0.008146298,0.00154836,0.002323943,0.004273995
2010/11,Road Vehicles,Devon and Somerset,750,0.007610617,0.001132345,0.002342268,0.004136003
2010/11,Primary,Dorset and Wiltshire,2050,0.006533294,0.000799774,0.001970105,0.003763414
2010/11,Dwellings,Dorset and Wiltshire,845,0.006015299,0.000657065,0.001810431,0.003547803
2010/11,Other Buildings,Dorset and Wiltshire,460,0.006428014,0.00079378,0.001969278,0.003664955
2010/11,Other Outdoors,Dorset and Wiltshire,215,0.007662037,0.001192991,0.002187877,0.004281169
2010/11,Road Vehicles,Dorset and Wiltshire,530,0.00699264,0.000872991,0.002137054,0.003982595
2010/11,Primary,Durham,971,0.005974165,0.000652046,0.001278357,0.004043762
2010/11,Dwellings,Durham,320,0.005424081,0.000492115,0.001180881,0.003751085
2010/11,Other Buildings,Durham,286,0.005756888,0.00066304,0.001293059,0.003800788
2010/11,Other Outdoors,Durham,94,0.006953802,0.000834934,0.001433831,0.004685037
2010/11,Road Vehicles,Durham,271,0.006513214,0.000765853,0.001324014,0.004423346
2010/11,Primary,East Sussex,1218,0.005106818,0.000418348,0.001377353,0.003311116
2010/11,Dwellings,East Sussex,556,0.004596906,0.000309044,0.001223042,0.003064819
2010/11,Other Buildings,East Sussex,276,0.004853059,0.000422118,0.001233435,0.003197505
2010/11,Other Outdoors,East Sussex,99,0.00653374,0.000781893,0.001799359,0.003952488
2010/11,Road Vehicles,East Sussex,287,0.00584648,0.000501072,0.001669126,0.003676281
2010/11,Primary,Essex,2589,0.006211066,0.000745966,0.002002569,0.00346253
2010/11,Dwellings,Essex,1000,0.005691053,0.000640729,0.00181647,0.003233854
2010/11,Other Buildings,Essex,546,0.005878845,0.000701355,0.00193923,0.00323826
2010/11,Other Outdoors,Essex,365,0.007126934,0.0009655,0.002316876,0.003844558
2010/11,Road Vehicles,Essex,678,0.006752533,0.000818925,0.002158855,0.003774753
2010/11,Primary,Gloucestershire,947,0.006619796,0.000784874,0.001786599,0.004048322
2010/11,Dwellings,Gloucestershire,327,0.005928226,0.00069809,0.001677108,0.003553028
2010/11,Other Buildings,Gloucestershire,209,0.006409046,0.000781001,0.001799408,0.003828637
2010/11,Other Outdoors,Gloucestershire,86,0.00737901,0.001047453,0.001851313,0.004480243
2010/11,Road Vehicles,Gloucestershire,325,0.007250249,0.000805199,0.001871403,0.004573646
2010/11,Primary,Greater London,12523,0.004928875,0.000970911,0.000896845,0.003061118
2010/11,Dwellings,Greater London,6625,0.00464302,0.000927507,0.000857054,0.002858459
2010/11,Other Buildings,Greater London,3010,0.004872404,0.001031907,0.000869255,0.002971241
2010/11,Other Outdoors,Greater London,769,0.005664463,0.001179141,0.000959459,0.003525863
2010/11,Road Vehicles,Greater London,2119,0.005635858,0.000944404,0.001037717,0.003653737
2010/11,Primary,Greater Manchester,5633,0.004973194,0.001051956,0.000858474,0.003062763
2010/11,Dwellings,Greater Manchester,2591,0.004602675,0.001001923,0.000804592,0.002796159
2010/11,Other Buildings,Greater Manchester,1417,0.0048316,0.001058983,0.000836633,0.002935984
2010/11,Other Outdoors,Greater Manchester,386,0.006336895,0.001338664,0.000928744,0.004069486
2010/11,Road Vehicles,Greater Manchester,1239,0.005485111,0.001059228,0.00097424,0.003451643
2010/11,Primary,Hampshire and Isle of Wight,2496,0.005392493,0.00069393,0.001329136,0.003369428
2010/11,Dwellings,Hampshire and Isle of Wight,1067,0.005157861,0.000610475,0.001259339,0.003288046
2010/11,Other Buildings,Hampshire and Isle of Wight,520,0.005015002,0.000684718,0.001273682,0.003056601
2010/11,Other Outdoors,Hampshire and Isle of Wight,225,0.006537911,0.001080092,0.001556841,0.003900977
2010/11,Road Vehicles,Hampshire and Isle of Wight,684,0.005668707,0.000704089,0.001405268,0.003559349
2010/11,Primary,Hereford and Worcester,1093,0.006595559,0.000641572,0.002055526,0.003898461
2010/11,Dwellings,Hereford and Worcester,415,0.006035949,0.00060015,0.001909945,0.003525853
2010/11,Other Buildings,Hereford and Worcester,310,0.00627886,0.000646393,0.001979801,0.003652666
2010/11,Other Outdoors,Hereford and Worcester,74,0.007603697,0.000794544,0.002240209,0.004568944
2010/11,Road Vehicles,Hereford and Worcester,294,0.007465671,0.000656454,0.002294383,0.004514833
2010/11,Primary,Hertfordshire,1537,0.005606264,0.000840863,0.001413287,0.003352114
2010/11,Dwellings,Hertfordshire,568,0.005085073,0.00068018,0.001337722,0.00306717
2010/11,Other Buildings,Hertfordshire,330,0.005137591,0.000826354,0.001400603,0.002910634
2010/11,Other Outdoors,Hertfordshire,214,0.006505549,0.000983363,0.001450004,0.004072181
2010/11,Road Vehicles,Hertfordshire,425,0.006213916,0.000995125,0.001505637,0.003713153
2010/11,Primary,Humberside,1652,0.005640308,0.001011225,0.001392686,0.003236397
2010/11,Dwellings,Humberside,661,0.004965207,0.000882413,0.001124996,0.002957797
2010/11,Other Buildings,Humberside,410,0.005560778,0.001027608,0.001427365,0.003105804
2010/11,Other Outdoors,Humberside,173,0.006716575,0.001189119,0.001719586,0.00380787
2010/11,Road Vehicles,Humberside,408,0.006357599,0.001128018,0.001652908,0.003576672
2010/11,Primary,Kent,2223,0.005444651,0.000313999,0.001394814,0.003735838
2010/11,Dwellings,Kent,775,0.004844907,0.000271147,0.001184812,0.003388948
2010/11,Other Buildings,Kent,484,0.005060525,0.000315154,0.001342066,0.003403304
2010/11,Other Outdoors,Kent,222,0.005729219,0.000341956,0.001466414,0.003920848
2010/11,Road Vehicles,Kent,742,0.006236491,0.00034964,0.00162714,0.004259711
2010/11,Primary,Lancashire,2680,0.005225686,0.000941814,0.000939456,0.003344415
2010/11,Dwellings,Lancashire,1305,0.004667527,0.000854424,0.000829378,0.002983725
2010/11,Other Buildings,Lancashire,722,0.005389495,0.000986601,0.000929549,0.003473344
2010/11,Other Outdoors,Lancashire,126,0.006950874,0.001292805,0.001133983,0.004524085
2010/11,Road Vehicles,Lancashire,527,0.005970948,0.00101294,0.001179106,0.003778902
2010/11,Primary,Leicestershire,1332,0.005861234,0.000823983,0.001577914,0.003459336
2010/11,Dwellings,Leicestershire,534,0.005322427,0.0007107,0.001431175,0.003180551
2010/11,Other Buildings,Leicestershire,347,0.005775629,0.000879162,0.001544555,0.003351912
2010/11,Other Outdoors,Leicestershire,110,0.006848379,0.000865109,0.001691077,0.004292193
2010/11,Road Vehicles,Leicestershire,341,0.006473675,0.000931967,0.001805148,0.003736559
2010/11,Primary,Lincolnshire,1188,0.007128714,0.000612344,0.002193316,0.004323053
2010/11,Dwellings,Lincolnshire,402,0.006185104,0.00056068,0.00186308,0.003761344
2010/11,Other Buildings,Lincolnshire,323,0.006831212,0.000614644,0.001988089,0.004228478
2010/11,Other Outdoors,Lincolnshire,139,0.008106098,0.000608013,0.002588013,0.004910072
2010/11,Road Vehicles,Lincolnshire,324,0.008176762,0.000676011,0.002638317,0.004862433
2010/11,Primary,Merseyside,2910,0.004672064,0.000941048,0.001082979,0.002648037
2010/11,Dwellings,Merseyside,1388,0.004459345,0.000878662,0.001024305,0.002556378
2010/11,Other Buildings,Merseyside,632,0.004426699,0.000960025,0.001026979,0.002439694
2010/11,Other Outdoors,Merseyside,212,0.005648694,0.001191693,0.00112274,0.003334261
2010/11,Road Vehicles,Merseyside,678,0.005030881,0.0009727,0.001242864,0.002815316
2010/11,Primary,Norfolk,1372,0.006334806,0.000745802,0.001509185,0.004079819
2010/11,Dwellings,Norfolk,470,0.005616726,0.000651916,0.001284993,0.003679817
2010/11,Other Buildings,Norfolk,299,0.006177923,0.000680277,0.001404759,0.004092887
2010/11,Other Outdoors,Norfolk,238,0.007476074,0.000905452,0.001730567,0.004840054
2010/11,Road Vehicles,Norfolk,365,0.006643804,0.000816273,0.00173906,0.00408847
2010/11,Primary,North Yorkshire,1171,0.007298674,0.000968822,0.00206232,0.004267532
2010/11,Dwellings,North Yorkshire,426,0.006458034,0.000845179,0.001888421,0.003724434
2010/11,Other Buildings,North Yorkshire,325,0.006863782,0.000947115,0.001943946,0.003972721
2010/11,Other Outdoors,North Yorkshire,140,0.009295387,0.001182291,0.002438492,0.005674603
2010/11,Road Vehicles,North Yorkshire,280,0.008084077,0.001075397,0.002276207,0.004732473
2010/11,Primary,Northamptonshire,1161,0.006465551,0.000860658,0.001731007,0.003873885
2010/11,Dwellings,Northamptonshire,418,0.005909146,0.00077574,0.001501944,0.003631462
2010/11,Other Buildings,Northamptonshire,286,0.006489049,0.000978454,0.001657075,0.003853519
2010/11,Other Outdoors,Northamptonshire,129,0.007534453,0.000914711,0.002043138,0.004576604
2010/11,Road Vehicles,Northamptonshire,328,0.006733747,0.000844907,0.001964628,0.003924211
2010/11,Primary,Northumberland,578,0.006717248,0.000621796,0.001773496,0.004321955
2010/11,Dwellings,Northumberland,204,0.00640659,0.000566675,0.001760564,0.00407935
2010/11,Other Buildings,Northumberland,160,0.006572916,0.000582176,0.001496745,0.004493996
2010/11,Other Outdoors,Northumberland,51,0.007249682,0.000768201,0.001804194,0.004677287
2010/11,Road Vehicles,Northumberland,163,0.007081132,0.000683864,0.002051735,0.004345532
2010/11,Primary,Nottinghamshire,1890,0.005238591,0.00063353,0.000947353,0.003657707
2010/11,Dwellings,Nottinghamshire,792,0.004684402,0.000538311,0.000770669,0.003375421
2010/11,Other Buildings,Nottinghamshire,491,0.005004903,0.000667689,0.000864637,0.003472576
2010/11,Other Outdoors,Nottinghamshire,144,0.00763286,0.000866287,0.00140408,0.005362493
2010/11,Road Vehicles,Nottinghamshire,463,0.005689745,0.000687795,0.001195254,0.003806695
2010/11,Primary,Oxfordshire,943,0.006987574,0.00083483,0.00228348,0.003869263
2010/11,Dwellings,Oxfordshire,362,0.006561285,0.000646357,0.002083333,0.003831594
2010/11,Other Buildings,Oxfordshire,242,0.00662654,0.00092516,0.002192809,0.00350857
2010/11,Other Outdoors,Oxfordshire,70,0.007277943,0.000914021,0.002520172,0.00384375
2010/11,Road Vehicles,Oxfordshire,269,0.007810478,0.000986593,0.0025728,0.004251084
2010/11,Primary,Shropshire,788,0.006819142,0.000734043,0.00186842,0.004216679
2010/11,Dwellings,Shropshire,267,0.006676333,0.000739787,0.001741963,0.004194583
2010/11,Other Buildings,Shropshire,195,0.006331256,0.000669753,0.001737595,0.003923908
2010/11,Other Outdoors,Shropshire,100,0.007358796,0.000867708,0.002187268,0.004303819
2010/11,Road Vehicles,Shropshire,226,0.007170036,0.000723584,0.001989614,0.004456838
2010/11,Primary,South Yorkshire,2358,0.005458516,0.00090344,0.000826049,0.003729026
2010/11,Dwellings,South Yorkshire,842,0.005069389,0.00090807,0.00067087,0.003490449
2010/11,Other Buildings,South Yorkshire,500,0.005268727,0.000975,0.000803889,0.003489838
2010/11,Other Outdoors,South Yorkshire,231,0.00625486,0.000975379,0.001032197,0.004247284
2010/11,Road Vehicles,South Yorkshire,785,0.005762444,0.000831726,0.000945948,0.003984769
2010/11,Primary,Staffordshire,1674,0.006233468,0.000640646,0.001656392,0.003936429
2010/11,Dwellings,Staffordshire,673,0.00569637,0.000526096,0.001516444,0.00365383
2010/11,Other Buildings,Staffordshire,426,0.00600871,0.00062356,0.001559321,0.003825829
2010/11,Other Outdoors,Staffordshire,125,0.007585185,0.000917129,0.002060648,0.004607407
2010/11,Road Vehicles,Staffordshire,450,0.006874022,0.000751337,0.001845293,0.004277392
2010/11,Primary,Suffolk,1139,0.006991757,0.000785777,0.002405537,0.003800442
2010/11,Dwellings,Suffolk,403,0.006435644,0.000713083,0.002239425,0.003483136
2010/11,Other Buildings,Suffolk,281,0.006558546,0.000723729,0.002384506,0.00345031
2010/11,Other Outdoors,Suffolk,113,0.008669801,0.000846136,0.002766818,0.005056846
2010/11,Road Vehicles,Suffolk,342,0.007448559,0.000902473,0.002499188,0.004046898
2010/11,Primary,Surrey,1287,0.005987384,0.000904648,0.000972294,0.004110442
2010/11,Dwellings,Surrey,548,0.005481021,0.000749294,0.00089359,0.003838136
2010/11,Other Buildings,Surrey,348,0.005824985,0.000980237,0.000887844,0.003956903
2010/11,Other Outdoors,Surrey,53,0.006843116,0.001071148,0.001093204,0.004678765
2010/11,Road Vehicles,Surrey,338,0.006841373,0.00105259,0.001167885,0.004620897
2010/11,Primary,Tyne and Wear,1943,0.003904633,0.00033507,0.000783403,0.002786159
2010/11,Dwellings,Tyne and Wear,786,0.003677861,0.000300381,0.000710892,0.002666587
2010/11,Other Buildings,Tyne and Wear,461,0.003760896,0.000349281,0.000753746,0.002657869
2010/11,Other Outdoors,Tyne and Wear,121,0.004576255,0.000380988,0.000825585,0.003369681
2010/11,Road Vehicles,Tyne and Wear,575,0.004188526,0.000361433,0.000897423,0.00292967
2010/11,Primary,Warwickshire,837,0.006237956,0.00032565,0.001700006,0.004212299
2010/11,Dwellings,Warwickshire,219,0.005329306,0.000240836,0.001412565,0.003675905
2010/11,Other Buildings,Warwickshire,205,0.00582334,0.000295619,0.001592197,0.003935524
2010/11,Other Outdoors,Warwickshire,116,0.007189894,0.000336047,0.002053201,0.004800646
2010/11,Road Vehicles,Warwickshire,297,0.006822351,0.000404859,0.001848422,0.00456907
2010/11,Primary,West Midlands,4796,0.004731783,0.000989808,0.000852038,0.002889937
2010/11,Dwellings,West Midlands,2258,0.004540753,0.00093872,0.000795428,0.002806605
2010/11,Other Buildings,West Midlands,1100,0.004654693,0.001043287,0.000817855,0.00279355
2010/11,Other Outdoors,West Midlands,233,0.005006457,0.001094321,0.000939636,0.0029725
2010/11,Road Vehicles,West Midlands,1205,0.00510701,0.001016511,0.000972385,0.003118113
2010/11,Primary,West Sussex,1147,0.006307648,0.00103423,0.002027511,0.003245907
2010/11,Dwellings,West Sussex,503,0.005919989,0.00092848,0.001890324,0.003101184
2010/11,Other Buildings,West Sussex,246,0.005958013,0.000968693,0.001992293,0.002997026
2010/11,Other Outdoors,West Sussex,90,0.007108024,0.001412937,0.00195126,0.003743827
2010/11,Road Vehicles,West Sussex,308,0.006986118,0.001148614,0.002301963,0.003535541
2010/11,Primary,West Yorkshire,3934,0.005075334,0.000646297,0.000985461,0.003443575
2010/11,Dwellings,West Yorkshire,1475,0.004675094,0.000595488,0.000887131,0.003192475
2010/11,Other Buildings,West Yorkshire,841,0.004758431,0.000677599,0.000950271,0.00313056
2010/11,Other Outdoors,West Yorkshire,213,0.006268529,0.00081062,0.001142736,0.004315173
2010/11,Road Vehicles,West Yorkshire,1405,0.005504316,0.00065599,0.001085912,0.003762414
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
